votering_id,parti,n_ja,n_nej,n_avstar,n_franvarande,position,cohesion,seats
EB8F38CF-DE8E-4DE6-959F-4FBB7C67AED0,V,20,0,0,4,Ja,1.0,24
23F10D30-B7A2-4968-8A30-073B2979C48E,L,10,0,0,6,Ja,1.0,16
2F69CDB9-5149-4BB7-A1D0-5E9F234C4AC6,KD,17,0,0,2,Ja,1.0,19
F1F3B815-54BC-4BAB-A984-38021882CCD6,KD,17,0,0,2,Ja,1.0,19
3BEF588C-980E-4C8B-BDE6-2D0378926E27,KD,15,0,0,4,Ja,1.0,19
7B80E54E-49E8-457A-A49C-92D6923E231F,L,14,0,0,2,Ja,1.0,16
FF518EBC-75AE-416D-A462-E0A64EB7E4E2,M,60,0,0,8,Ja,1.0,68
AC5B179E-110C-46D6-8075-9482D29DC76E,V,0,0,19,5,Avstår,1.0,24
59C93140-5A55-4BE8-AD6D-5EEAD8A46C1D,M,60,0,0,8,Ja,1.0,68
AAC0BC6A-559E-45A6-BCE6-2C3670D6B739,SD,0,0,64,9,Avstår,1.0,73
5FAC7632-ECB4-4A98-9E62-BC6261B9E3A7,L,11,0,0,5,Ja,1.0,16
3424A10D-8F76-47F2-8614-D48E701968C3,MP,16,0,0,2,Ja,1.0,18
B1A15D45-D3C6-47E7-9F3B-7314C573BC34,L,14,0,0,2,Ja,1.0,16
92944FCD-144F-4EBB-BB45-C52CDE6F6B44,MP,0,16,0,2,Nej,1.0,18
AC0FEC02-A597-4A5B-932D-A3BC7E5A5AB6,KD,16,0,0,3,Ja,1.0,19
50D11406-A035-4C23-AB56-59531DF174C6,S,0,93,0,13,Nej,1.0,106
6ECC7657-1270-45FB-80C4-0A01264605FE,S,0,93,0,13,Nej,1.0,106
20B6A5C6-C9B9-4F2A-A676-70FE5289B7E4,MP,0,0,15,3,Avstår,1.0,18
BC832A31-06D4-42DF-A5A6-92E192D589F8,L,12,0,0,4,Ja,1.0,16
91F2E73F-8E9A-4A9D-B99E-4CC2A4A73DAB,MP,0,0,13,5,Avstår,1.0,18
A0497610-ED93-4AA6-892C-A4C2F01D6802,V,20,0,0,4,Ja,1.0,24
F6E57D52-0CB2-4F33-AAB8-2B74B8B359BE,L,14,0,0,2,Ja,1.0,16
F928FD0C-DFF5-430A-B20C-0B9ED26FD8C1,KD,16,0,0,3,Ja,1.0,19
1020D2DF-8D40-48AD-84BE-430E4E720BCE,L,12,0,0,4,Ja,1.0,16
90BF4FA7-DB03-44DE-AF6E-DB40D517E630,V,15,0,0,7,Ja,1.0,22
9ECA51BE-E6A4-4886-B049-DED6B0091FAA,L,12,0,0,4,Ja,1.0,16
01B367C6-DCEB-45CD-A0B0-A82382AB5726,SD,59,0,0,11,Ja,1.0,70
D06156E8-C7B3-42B0-A0D3-28806DE965F9,M,60,0,0,8,Ja,1.0,68
567BE02B-524C-4F1D-A4EA-57EB1A6EECF6,KD,17,0,0,2,Ja,1.0,19
2E90FD0E-0B7E-4254-B103-5895320A16A8,M,60,0,0,8,Ja,1.0,68
740E7198-41E1-48E3-940F-D7BA64C77908,SD,61,0,0,11,Ja,1.0,72
A0497610-ED93-4AA6-892C-A4C2F01D6802,SD,64,0,0,9,Ja,1.0,73
3F0D2ABF-3842-4F85-8B20-C4A5705DD5E8,MP,0,0,14,4,Avstår,1.0,18
062E0CAB-D202-4FC9-B97F-3C25B1ED16EC,L,16,0,0,0,Ja,1.0,16
B741F619-3939-4184-8EDC-8E4EC8A79105,M,55,0,0,13,Ja,1.0,68
9ECA51BE-E6A4-4886-B049-DED6B0091FAA,S,0,0,93,13,Avstår,1.0,106
0AED1E68-457D-45EF-9AE5-7237130415F7,S,0,90,0,17,Nej,1.0,107
0786B2C4-27A1-4C2B-A2E6-13A5423F17B5,S,0,91,0,15,Nej,1.0,106
362BE407-2A64-47C2-9791-6B82E3682862,L,13,0,0,3,Ja,1.0,16
E28D83E7-00CC-4497-8FEB-54DD8E47142F,MP,16,0,0,2,Ja,1.0,18
98C0250B-61C1-448C-AD13-E2F0DA105CCF,L,14,0,0,2,Ja,1.0,16
FAE0EF53-44DA-4070-A554-6B6283E63F42,MP,14,0,1,3,Ja,0.9333333333333333,18
88C5D4E4-EE01-4D64-8063-875D2E3F1949,S,93,0,0,13,Ja,1.0,106
85FE0341-7655-454E-A54D-2CD5C1F698DB,C,0,0,20,4,Avstår,1.0,24
7884B3C5-2451-4F49-9FE3-64D622695FFF,V,0,21,0,3,Nej,1.0,24
F9AF9A2E-932B-4520-B1D3-E7751844A29E,C,21,0,0,3,Ja,1.0,24
0727DE0C-3532-4D73-90F8-5BEC82C0FEC2,M,59,0,0,9,Ja,1.0,68
07370E7A-E91C-4AC9-BD65-91AEED327284,C,0,21,0,3,Nej,1.0,24
1907F9D2-C679-4A46-9B32-5E782468B497,L,12,0,0,4,Ja,1.0,16
CBF4468A-CD98-444F-9920-9FE752E8C3C5,KD,16,0,0,3,Ja,1.0,19
8AD2E313-43A7-4130-BBDE-D90AB0578ACD,M,60,0,0,8,Ja,1.0,68
1C0E5B94-DAEB-41A6-96A0-BFFA1E9A0A62,V,0,0,20,4,Avstår,1.0,24
66A307FE-0BAB-41C3-B37D-BE27F97A77E3,C,21,0,0,3,Ja,1.0,24
934BEA69-B783-44D5-942E-7796C05EF305,V,18,0,0,6,Ja,1.0,24
064B6EEB-A880-4D6E-AFD5-84C40655510D,L,12,0,0,4,Ja,1.0,16
8E10B585-28F8-48C9-82C3-FACBA2809FE3,M,60,0,0,8,Ja,1.0,68
A5E32EAE-C89F-4C6F-8D6F-163CE3CA9848,L,12,0,0,4,Ja,1.0,16
9BA8907C-EB5B-40B9-A278-65F7FF68D865,C,0,20,0,4,Nej,1.0,24
EAFC08FF-6E3F-4943-B8B7-02866ACE3729,KD,17,0,0,2,Ja,1.0,19
D4B851E1-4615-41B0-8F2F-14F23C00D35A,KD,17,0,0,2,Ja,1.0,19
362A0F51-3A01-4D0E-8DA3-928F00E1C2DF,V,21,0,0,3,Ja,1.0,24
B6E8F1DC-2404-4AD8-AF06-6088F0955E3E,KD,16,0,0,3,Ja,1.0,19
B698DC72-33FA-4810-9588-5A37E24E03AC,L,13,0,0,3,Ja,1.0,16
6C2A557E-97A6-4386-BF07-A2B46556824B,M,60,0,0,8,Ja,1.0,68
FD09584C-E431-4133-8D5A-38EE1DD871DB,MP,16,0,0,2,Ja,1.0,18
9B51C9E7-7865-4D31-9320-2A4337EEFA66,L,13,0,0,3,Ja,1.0,16
4E96BBA5-27FF-4164-81EE-5C8ACAD208FC,C,21,0,0,3,Ja,1.0,24
E6178E94-09F6-4834-A186-23631230F124,MP,0,14,0,4,Nej,1.0,18
75646DB6-BC72-49F5-B930-751ABE00E8F8,KD,16,0,0,3,Ja,1.0,19
03177C8A-FB2C-415E-81BC-83D5918956D0,L,14,0,0,2,Ja,1.0,16
64B081DB-FB74-4D20-BE5B-4A14EE789A2A,V,20,0,0,4,Ja,1.0,24
DE389D63-C862-4A67-A6B7-CD497C7C310A,V,0,18,0,4,Nej,1.0,22
01D45D5D-CF7E-4F48-992D-07DF6163674A,C,20,0,1,3,Ja,0.9523809523809523,24
0ACB3DA3-4CE8-4AA1-8BAD-EA752436969C,M,56,0,0,10,Ja,1.0,66
14A8A3C0-9A5F-44F6-B3FE-E5F6A347F8E4,SD,62,0,0,11,Ja,1.0,73
3FE6FF0B-A6E5-40FE-BFE4-2F0765B5216A,SD,0,63,0,9,Nej,1.0,72
0308394C-4406-47F1-A8B0-026089C0C415,MP,0,0,12,6,Avstår,1.0,18
223D76B5-BE0F-4A18-B621-A42D207707F6,MP,0,0,15,3,Avstår,1.0,18
11480DB0-D986-4AF2-85D0-8A4903BA7640,MP,1,12,0,5,Nej,0.9230769230769231,18
204F8DA6-EAF4-4F15-B8A6-B66BB25B9D1E,MP,0,15,0,3,Nej,1.0,18
11014E4E-4C66-4CDF-A919-D7C72EF83934,M,59,0,0,9,Ja,1.0,68
12B831E0-3801-4654-A546-DB8C27938EF2,M,54,0,0,14,Ja,1.0,68
E5BCC75A-4DBE-4AD7-B01C-0534367C1751,KD,16,0,0,3,Ja,1.0,19
538974E0-DE7D-4251-9740-957775256564,MP,18,0,0,0,Ja,1.0,18
42EDA816-B1B7-47BF-97A8-3654E3382E01,MP,0,14,0,4,Nej,1.0,18
2AE81505-40F1-40A7-8453-C389EDFF711B,S,0,93,0,14,Nej,1.0,107
E5BCC75A-4DBE-4AD7-B01C-0534367C1751,C,0,21,0,3,Nej,1.0,24
F321E450-82EB-44E6-B289-6C07CFE6C727,MP,0,15,0,3,Nej,1.0,18
0AD8A0B7-4AFE-43CC-AA10-A0E1FA91B338,L,11,0,0,5,Ja,1.0,16
2298237A-D8EE-447F-94CA-97653525BD8F,M,60,0,0,8,Ja,1.0,68
A5AB259C-CEA9-4AC6-9627-C86B369FC5A5,MP,16,0,0,2,Ja,1.0,18
C100A745-5944-4EC1-96B2-D60315D346C2,SD,63,0,0,9,Ja,1.0,72
A6336689-A6DD-475B-95BD-58222C921AF1,L,13,0,0,3,Ja,1.0,16
BBFEB860-7D25-4CED-BA13-B3836767735E,M,56,0,0,12,Ja,1.0,68
C31CAD7D-C910-46EF-92C6-4A3272C6658D,C,20,0,0,4,Ja,1.0,24
EF9A8035-11EE-4DDD-9B0D-13512686FBB1,M,60,0,0,8,Ja,1.0,68
72285EE0-CBE3-4086-A3AF-63952E5193A5,C,0,0,20,4,Avstår,1.0,24
5F4A9BAF-E407-41DD-9936-354EF8FEC140,C,20,0,0,4,Ja,1.0,24
7376C427-A646-4805-8422-49AFFB9002D0,S,94,0,0,13,Ja,1.0,107
12BC5BD7-2537-4E08-A6A8-22A517F242C4,V,0,21,0,3,Nej,1.0,24
86059CDE-43FB-49CC-9F8C-52F0914DD385,L,16,0,0,0,Ja,1.0,16
E1087452-4609-46C1-904C-008075937BA4,C,19,0,0,5,Ja,1.0,24
02A3ECD9-DAF5-4B48-9691-E36A7B34A890,KD,16,0,0,3,Ja,1.0,19
ECC34DA8-E41A-4A27-A85D-42BE50B46E07,KD,17,0,0,2,Ja,1.0,19
804CDD38-F467-4340-81B5-0A3BF7307379,C,0,0,20,4,Avstår,1.0,24
1ED08136-BC4E-4580-B780-491FF2E89CDE,C,21,0,0,3,Ja,1.0,24
5AAC7B68-4A54-4016-80EF-B09F394BBB55,V,1,0,17,4,Avstår,0.9444444444444444,22
BA9BDDC7-892D-45E2-AF68-E43F58FB6626,SD,0,63,0,9,Nej,1.0,72
4FDA951B-5A3B-4B55-8455-DCB6AC6EBCA4,KD,14,0,0,5,Ja,1.0,19
E4C68CDE-0680-4051-BCE5-29B18A6F53F9,V,0,0,18,6,Avstår,1.0,24
55287F96-CECE-4393-BF6F-C127923DD904,KD,13,0,0,6,Ja,1.0,19
5FDEE983-F0A6-4B81-AE4D-7FD3FD8912CD,V,0,18,0,6,Nej,1.0,24
F4916C78-B69B-4F47-B203-A00087EAF2A5,S,0,92,0,14,Nej,1.0,106
34EFDCBF-E294-4F24-B5BF-A6667F82A283,SD,70,0,0,0,Ja,1.0,70
2F1BB7F2-4592-40C5-AEA3-0B3731B849C3,SD,62,0,0,10,Ja,1.0,72
0FAF6DA4-9FB0-4971-AA55-954A5940B3CA,S,92,0,0,14,Ja,1.0,106
A1AE1741-185A-445A-A802-5628BC85F185,M,59,0,0,9,Ja,1.0,68
2AC86BD5-5360-4BC1-8A99-FF4175003DFB,V,0,20,0,4,Nej,1.0,24
306B8E22-2F60-4649-817C-DE3740017360,V,0,0,20,4,Avstår,1.0,24
0A565246-6C57-4659-80DF-544FF0F504FB,S,86,1,0,19,Ja,0.9885057471264368,106
AF89B6F5-1E29-460F-8118-044EC4198A45,M,60,0,0,8,Ja,1.0,68
DFE5B620-EE18-4324-B138-F89073EFBA50,M,58,0,0,10,Ja,1.0,68
8E8914A8-8413-4D83-B039-5E6568188DFE,L,14,0,0,2,Ja,1.0,16
19162E51-8F28-43E2-BEF2-21F2F44C2D1B,V,0,0,21,3,Avstår,1.0,24
CBF4468A-CD98-444F-9920-9FE752E8C3C5,SD,64,0,0,9,Ja,1.0,73
BE21F895-223B-4C1F-9432-F398A8BFA2C3,S,92,0,0,14,Ja,1.0,106
1710C782-ECF3-4EBC-B5D2-D085C8B636B2,M,60,0,0,8,Ja,1.0,68
21A87BA5-E1A8-4DA6-A51C-F20FB09818DF,SD,62,0,0,10,Ja,1.0,72
3425B5B8-FB19-4DC1-95D8-AE09DDBF962C,MP,15,0,0,3,Ja,1.0,18
B8A034E7-E31E-4DA8-A20D-560BF1BDFA5D,V,0,0,21,3,Avstår,1.0,24
A7C8FBA6-42E7-4CAD-9F3F-13F9EBB0194B,L,13,0,0,3,Ja,1.0,16
9B51C9E7-7865-4D31-9320-2A4337EEFA66,C,20,0,1,3,Ja,0.9523809523809523,24
9F84F788-9DFE-434C-98E6-950DAF53A4D6,L,14,0,0,2,Ja,1.0,16
21A3FBA4-B272-4884-90FB-903A43990AAA,KD,15,0,0,4,Ja,1.0,19
233AF5A6-6C35-480A-8093-C9B7BB345185,S,0,93,0,14,Nej,1.0,107
244A46C4-7820-400C-B863-99F69CCD471D,C,21,0,0,3,Ja,1.0,24
6574501F-802C-4339-9DFB-6022726C1236,KD,16,0,0,3,Ja,1.0,19
709E39E3-FB2B-4B99-B023-A079427F64FD,S,91,1,0,14,Ja,0.9891304347826086,106
D1236369-74CA-401F-967D-600CA0158A33,KD,17,0,0,2,Ja,1.0,19
9BF19904-C5FE-4D23-919E-62A541CA7863,KD,19,0,0,0,Ja,1.0,19
570CC343-D930-4529-9AF5-393CD21A8CAA,V,19,0,0,3,Ja,1.0,22
663697B9-AE0E-45DE-B86D-418822AC810B,MP,1,2,10,5,Avstår,0.7692307692307693,18
B7FC3608-0813-404D-9F74-E484B91687CF,L,13,0,0,3,Ja,1.0,16
BD6808C5-A835-4988-912F-9F3324251987,S,0,91,0,15,Nej,1.0,106
0B26DD5F-4CE8-4DBA-B28E-E6C3239DE3ED,C,17,0,0,7,Ja,1.0,24
7380FF11-72A2-4B83-AC1A-9BB782016B35,KD,16,0,0,3,Ja,1.0,19
F624D8AD-F31F-4363-8979-91FCE383DF7F,SD,70,0,0,0,Ja,1.0,70
75C03AF5-7336-4F89-9497-E008403E6726,S,0,93,0,13,Nej,1.0,106
062E0CAB-D202-4FC9-B97F-3C25B1ED16EC,SD,70,0,0,0,Ja,1.0,70
B9D2022D-E5D4-474B-AEC3-4F5664551384,L,13,0,0,3,Ja,1.0,16
04E2FB8E-E180-4BEC-9A53-766182C2E72F,V,0,20,0,4,Nej,1.0,24
BA591050-17C7-4A35-BCD0-593C8194FCC7,V,21,0,0,3,Ja,1.0,24
9F2D4740-9309-4C5A-BBC8-E42EB584EB9A,SD,61,0,0,10,Ja,1.0,71
365DD3DF-51FC-459F-8025-7E88556698B6,SD,60,0,0,10,Ja,1.0,70
21E8B615-C235-489F-8189-D26CABD56F24,SD,60,0,0,12,Ja,1.0,72
8251D216-DD25-400A-BB33-D30E85D22A50,C,21,0,0,3,Ja,1.0,24
2BDC751A-3FCA-47AF-9E4B-F408B4A4D2D3,KD,16,0,0,3,Ja,1.0,19
A1AE1741-185A-445A-A802-5628BC85F185,SD,62,0,0,10,Ja,1.0,72
C9632FD4-7A9A-4588-8E24-B71248941CBC,SD,62,0,0,10,Ja,1.0,72
4A833524-C58D-461B-B5FA-CDF9114E14DE,S,0,90,0,16,Nej,1.0,106
DA062AC0-5CAA-4CDC-AF84-B07686C6F477,KD,15,0,0,4,Ja,1.0,19
7053914D-0E5C-4C12-8F9C-F2BA4E891350,SD,69,0,0,1,Ja,1.0,70
22E57DA7-AB51-4605-B62F-89EC3F54B9DC,M,57,0,0,9,Ja,1.0,66
7744BC24-CAFB-423A-B329-2B818CAB0E4A,L,13,0,0,3,Ja,1.0,16
89E7F97C-D275-4D4C-91B8-B8314902A8DF,KD,16,0,0,3,Ja,1.0,19
68635BE0-664F-4AC1-BBFD-A38ED5A60640,MP,0,16,0,2,Nej,1.0,18
55D02CA6-1543-4CB5-822E-D3A5B44B49D9,MP,0,15,0,3,Nej,1.0,18
EFE6A74A-C4A1-4D26-B0AF-F247B4BAF933,SD,61,0,0,11,Ja,1.0,72
FC80CD33-3F0C-4012-986F-E58D18B6DAE7,MP,16,0,0,2,Ja,1.0,18
2E51B0AB-FC9A-481E-8B1E-ED3B3BA5FE2E,SD,59,0,0,11,Ja,1.0,70
10D20F54-FD76-4EBD-9564-155C7A6C8B9B,C,19,0,0,5,Ja,1.0,24
E92574BE-B2FF-4C1A-85D8-5DBC34B4D051,KD,15,0,0,4,Ja,1.0,19
805FFB5A-300D-443A-94A6-4D198562B1F8,SD,0,63,0,9,Nej,1.0,72
7380FF11-72A2-4B83-AC1A-9BB782016B35,MP,0,0,15,3,Avstår,1.0,18
D2D39CC7-B661-4F78-92CC-F49295744CD9,KD,15,0,0,4,Ja,1.0,19
64B7CA4B-B060-4B83-82AA-5EA6554A5633,MP,16,0,0,2,Ja,1.0,18
371B064A-D7DF-4ED8-B896-E5B0FE58B2A6,MP,0,0,15,3,Avstår,1.0,18
BBFEB860-7D25-4CED-BA13-B3836767735E,V,0,18,0,4,Nej,1.0,22
DA1105EB-CF65-450B-9092-AC47D942D8BA,S,93,0,0,13,Ja,1.0,106
92D63F3F-40AA-42F9-879D-61CCBC6CE0D7,V,0,0,19,3,Avstår,1.0,22
F465E9EE-4AF1-4AFD-A5B4-4ED263B53F89,M,59,0,0,9,Ja,1.0,68
22D6F5F0-B57D-4351-89C6-BD9F9D2AB7C9,KD,17,0,0,2,Ja,1.0,19
3424A10D-8F76-47F2-8614-D48E701968C3,C,18,0,0,6,Ja,1.0,24
1EC2D3D6-334A-4710-AA2D-3712CBEDB2B8,C,0,0,20,4,Avstår,1.0,24
6D2126CE-66CB-44BD-BA22-8CE963F87917,S,0,90,0,16,Nej,1.0,106
CB5BB9A7-5B5E-4DC2-BB61-DB2C279341C0,S,93,0,0,13,Ja,1.0,106
A624E3F6-AC46-401C-B1B2-457FA98E4BA8,S,0,93,0,13,Nej,1.0,106
34C07D27-BB67-4B0A-B0B2-7B04791B537C,SD,0,0,61,11,Avstår,1.0,72
F48572F9-FDE9-44ED-830E-55A6B7C7FFF8,KD,17,0,0,2,Ja,1.0,19
816F2E74-9E38-4D1A-9B08-958111D8EA6D,MP,0,0,15,3,Avstår,1.0,18
9237405C-BA67-4C0A-969A-443DD68B2229,V,21,0,0,3,Ja,1.0,24
9B06FF13-5DF4-4261-99BE-DF94663C3D89,MP,0,0,14,4,Avstår,1.0,18
C31CAD7D-C910-46EF-92C6-4A3272C6658D,S,0,93,0,13,Nej,1.0,106
C94CD19B-6F7E-4995-8C7C-AA882235C48D,S,0,93,0,13,Nej,1.0,106
6193C04A-5B03-4EFD-850D-D7A9CB9D926F,SD,63,0,0,9,Ja,1.0,72
EE6A4436-BA51-4FB9-8D87-8172991A12F7,S,0,93,0,14,Nej,1.0,107
14C7024E-441A-4471-BE90-6EB3F78DDDE4,MP,0,14,0,4,Nej,1.0,18
C91095C6-C964-4EF7-BE86-0D76EABC3DA5,MP,0,13,0,5,Nej,1.0,18
DB9D37EE-5250-428F-8149-708CE682D3B0,V,0,17,0,7,Nej,1.0,24
83367492-F8F8-419D-89F0-FF08FD6957F5,SD,61,0,0,11,Ja,1.0,72
D010B2CA-F6BF-42F6-B9B4-EBEA9B703E1B,S,0,93,0,13,Nej,1.0,106
D405E45E-844B-4EF0-BF28-ABD4C2C74D99,SD,62,0,0,9,Ja,1.0,71
96D80DC3-86A1-431E-89C3-2E3A25B804C6,KD,15,0,0,4,Ja,1.0,19
2D20620C-F53E-45A0-96C0-2026F04451FB,KD,15,0,0,4,Ja,1.0,19
41C822F8-2971-4744-A4DA-3B8AF08A5E56,KD,19,0,0,0,Ja,1.0,19
11912C81-11F3-4530-9969-316B8235EC12,M,57,0,0,11,Ja,1.0,68
CC610150-6043-4589-A6F0-A859780C2CD2,S,93,0,0,13,Ja,1.0,106
306B8C0F-B7AC-420C-9C6B-82C0157EA3E0,V,20,0,0,4,Ja,1.0,24
79BF1CC6-4508-4656-98A0-F62E4D176149,C,0,0,21,3,Avstår,1.0,24
2ADD35B4-A0DC-4014-BF97-7EC00EF90FC7,M,59,0,0,9,Ja,1.0,68
69727984-4387-4497-9AA7-2540D4D903EE,MP,0,0,14,4,Avstår,1.0,18
0E7BC721-232A-495A-B305-FC99575F83ED,L,13,0,0,3,Ja,1.0,16
F6E72DB9-D9A5-4215-8DEE-EAB5647D13E9,SD,0,1,63,9,Avstår,0.984375,73
D3C096B5-E425-40D1-AD95-B4DC0E44748A,S,1,91,0,15,Nej,0.9891304347826086,107
96A7AE5E-232C-4872-9564-13A05395F6B6,L,11,0,0,5,Ja,1.0,16
ED9409EF-D52D-4905-AD7A-1F38C60F381C,KD,16,0,0,3,Ja,1.0,19
E236CF9C-E640-4055-8559-CEB19ECD3C47,KD,16,0,0,3,Ja,1.0,19
9557D305-A6A4-4766-A43C-ADF0E3DB3D81,V,0,0,20,4,Avstår,1.0,24
A68D0D4F-F025-48B3-AAE1-1226B8A1E230,C,24,0,0,0,Ja,1.0,24
38E41584-0CC9-4D11-BBA8-E7A2B0469BDC,S,90,0,0,16,Ja,1.0,106
F9271BAE-2895-45B9-9C27-3EEF5010AB33,S,94,0,0,13,Ja,1.0,107
9FE8A7A0-68CB-4602-8E23-D9666963D145,MP,16,0,0,2,Ja,1.0,18
186B4CDB-D59C-49E7-8D71-F4B99DBE94E3,MP,0,15,0,3,Nej,1.0,18
AEC50DF5-D47A-432F-890D-C173C61BAE92,M,60,0,0,8,Ja,1.0,68
251FCF97-3BE2-4AA6-B6E4-919E7B4FF1B1,KD,16,0,0,3,Ja,1.0,19
008484EA-7970-4559-BEA7-E2F6454E7571,SD,63,0,0,9,Ja,1.0,72
1A08ED9E-674A-4BC5-9279-2D2FFBD87273,V,21,0,0,3,Ja,1.0,24
AB148E97-48C7-4942-B77C-800FC57A6AA3,L,13,0,0,3,Ja,1.0,16
5DB97162-2059-402D-89CE-5D6457651ECA,KD,19,0,0,0,Ja,1.0,19
3FF48A65-3397-4C4C-AB8A-6C6413102F21,SD,0,63,0,10,Nej,1.0,73
73EF613F-FB20-4AA5-B5DF-9DADE250E94C,SD,0,61,0,11,Nej,1.0,72
EB904224-ED1D-4D90-A32F-DB0C4964A8C6,C,0,0,20,4,Avstår,1.0,24
05FC843C-ACA7-4DC1-AA21-836DD143D80C,L,14,0,0,2,Ja,1.0,16
B273EC31-4E40-4A21-9621-3F28DD6AD0AE,MP,15,0,0,3,Ja,1.0,18
F1D91DA9-4D06-4234-A359-494E2AA647D5,S,93,0,0,13,Ja,1.0,106
B6542C29-E1B2-490A-81F9-1BF018EDCFFD,M,57,0,0,11,Ja,1.0,68
578FC365-5DD3-49A4-AAA9-672901FF7BB2,SD,63,0,0,9,Ja,1.0,72
A3495FC4-4185-4DA1-9BEA-A79B58C82D61,MP,0,14,0,4,Nej,1.0,18
DB7CAA4D-B8ED-4F55-931E-8A0E9007451E,L,14,0,0,2,Ja,1.0,16
E8D13E76-7462-412A-A3F2-34C3D2203D95,KD,17,0,0,2,Ja,1.0,19
68DFE513-3A77-40C0-9309-B76421C6C726,L,14,0,0,2,Ja,1.0,16
5F1CC1C6-76B8-4E8A-870C-F9C55B5F08BE,SD,64,0,0,9,Ja,1.0,73
20E2AC41-E9E7-40A1-821D-BBAF37490DED,KD,16,0,0,3,Ja,1.0,19
9E82AC0B-0CFB-490F-A4DA-7C4DC87A6FB9,L,13,0,0,3,Ja,1.0,16
B34DBA01-F6DF-41B7-9945-E29B20A608F3,M,57,0,0,11,Ja,1.0,68
6536F648-A2E1-4EBC-9300-BA5556C2A209,V,0,19,0,3,Nej,1.0,22
9ECA51BE-E6A4-4886-B049-DED6B0091FAA,KD,16,0,0,3,Ja,1.0,19
B8A2B6CF-ED0C-46CA-8E78-05D63C63B7C3,MP,13,0,0,5,Ja,1.0,18
48A7F858-474D-49E3-B5AC-78A22F7C83C7,C,24,0,0,0,Ja,1.0,24
A276556D-182F-453A-AB24-860215596B59,C,0,21,0,3,Nej,1.0,24
0E8BC199-998E-4FFD-A77F-8AC8E1CB7D13,MP,0,15,0,3,Nej,1.0,18
AB27F228-3042-4B02-ABAD-BA0456FC499B,SD,0,62,0,10,Nej,1.0,72
0DF04E94-9501-4233-A5AC-FF183CC3B417,C,0,0,21,3,Avstår,1.0,24
04C2335C-F2AF-4762-B364-D6DB2058A9E0,SD,63,0,0,9,Ja,1.0,72
798E39DE-3475-45CE-B21E-FCBADC3F4308,MP,15,0,0,3,Ja,1.0,18
EFA3EBBD-D14A-47FA-9C93-7C82EE5DE0BB,S,0,92,0,14,Nej,1.0,106
24091110-C626-4D2A-9396-723BE32A359F,C,20,0,0,4,Ja,1.0,24
BA564386-F825-435B-AD5A-22F40E50D7C5,MP,0,14,0,4,Nej,1.0,18
B4010DB6-53E0-4656-B108-E16FABE6206A,V,20,0,1,3,Ja,0.9523809523809523,24
99D8863D-E325-4E1A-B846-AAC7D1A9F641,L,14,0,0,2,Ja,1.0,16
8FEEE8FA-2059-4A78-B856-45AE7B6BE0A9,V,20,0,0,4,Ja,1.0,24
